campaign    region  slot_type   slot_template
wh3_main_chaos  wh3_main_chaos_region_krudenwald	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_kradtommen	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_fu_chow	secondary	wh3_cp1_human_major_secondary_fu_chow
wh3_main_combi	wh3_main_combi_region_tlaxtlan	primary	wh2_main_special_tlaxtlan_primary
wh3_main_combi	wh3_main_combi_region_chupayotl	secondary	wh_main_human_minor_secondary_gold
wh3_main_combi	wh3_main_combi_region_eagle_eyries	secondary	wh2_main_human_minor_secondary_animals
wh3_main_combi	wh3_main_combi_region_ka_sabar	secondary	wh2_dlc09_special_ka_sabar_secondary
wh3_main_chaos	wh3_main_chaos_region_the_folly_of_malofex	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_shrine_of_asuryan	secondary	wh2_main_special_shrine_of_asuryan_secondary
wh3_main_combi	wh3_main_combi_region_fort_jakova	secondary	wh_main_human_major_secondary_iron
wh3_main_chaos	wh3_main_chaos_region_gerslev	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_the_never_ending_chasm	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_the_skull_carvers_abode	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_weng_chang	secondary	wh3_main_special_weng_chang_secondary_iron
wh3_main_chaos	wh3_main_chaos_region_winter_pyre	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_averheim	primary	wh_main_human_major_primary
wh3_main_combi	wh3_main_combi_region_serpent_coast	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_great_hall_of_greasus	primary	wh3_dlc26_special_great_hall_of_greasus_major_primary
wh3_main_chaos	wh3_main_chaos_region_dragon_fang_mount	primary	wh_main_human_major_primary
wh3_main_combi	wh3_main_combi_region_the_challenge_stone	secondary	wh3_main_combi_special_the_challenge_stone_secondary
wh3_main_combi	wh3_main_combi_region_shi_long	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_mine_of_the_bearded_skulls	primary	wh2_dlc17_mine_of_bearded_skulls_major_primary
wh3_main_chaos	wh3_main_chaos_region_karak_vlag	secondary	wh_main_human_major_secondary_marble
wh3_main_chaos	wh3_main_chaos_region_shrine_of_the_alchemist	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_elisia	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_xen_wu	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_titans_notch	secondary	wh3_cp1_human_minor_secondary_titans_notch
wh3_main_chaos	wh3_dlc23_chaos_region_flayed_rock	primary	wh3_dlc23_special_flayed_rock_primary
wh3_main_chaos	wh3_main_chaos_region_broekwater	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_barag_dawazbag	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_whitepeak	secondary	wh_main_human_minor_secondary_marble
wh3_main_combi	wh3_main_combi_region_blood_mountain	secondary	wh3_main_special_blood_mountain_secondary_iron
wh3_main_combi	wh3_main_combi_region_mount_athull	secondary	wh3_dlc27_special_secondary_mount_athull
wh3_main_combi	wh3_main_combi_region_tor_elyr	primary	wh2_main_special_tor_elyr_primary
wh3_main_combi	wh3_main_combi_region_pfeildorf	primary	wh_main_human_major_primary
wh3_main_chaos	wh3_main_chaos_region_dragons_death	primary	wh_main_human_minor_primary
wh3_main_prologue	wh3_prologue_region_crimson_vale_hall_of_the_keepers	secondary	wh3_main_prologue_dervingard_secondary
wh3_main_combi	wh3_main_combi_region_cragroth_deep	secondary	wh2_main_human_minor_secondary_animals
wh3_main_combi	wh3_main_combi_region_salzenmund	secondary	wh2_main_special_salzenmund_secondary
wh3_main_chaos	wh3_main_chaos_region_zoishenk	secondary	wh_main_human_minor_secondary
wh3_main_chaos	wh3_main_chaos_region_pillar_of_skulls	secondary	wh3_main_human_minor_secondary_ivory
wh3_main_chaos	wh3_main_chaos_region_kunlan	secondary	wh_main_human_minor_secondary_gold
wh3_main_combi	wh3_main_combi_region_nuja	primary	wh3_dlc27_human_minor_primary_port
wh3_main_chaos	wh3_main_chaos_region_middenheim	secondary	wh3_dlc25_special_chaos_dark_fortress_secondary_middenheim
wh3_main_chaos	wh3_main_chaos_region_weng_chang	primary	wh3_main_special_weng_chang_minor_primary
wh3_main_combi	wh3_main_combi_region_pack_ice_bay	primary	wh3_dlc27_human_minor_primary_port
wh3_main_combi	wh3_main_combi_region_troll_fjord	port	wh_main_port
wh3_main_chaos	wh3_main_chaos_region_karak_dum	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_tlanxla	primary	wh3_main_special_tlanxla_primary
wh3_main_combi	wh3_main_combi_region_ubersreik	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_volksgrad	secondary	wh_main_human_minor_secondary_timber
wh3_main_combi	wh3_main_combi_region_monolith_of_flesh	primary	wh3_dlc27_human_minor_primary_port
wh3_main_chaos	wh3_main_chaos_region_norden	port	wh_main_port
wh3_main_chaos	wh3_main_chaos_region_karak_raziak	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_waterfall_palace	secondary	wh_main_special_waterfall_palace_secondary
wh3_main_chaos	wh3_main_chaos_region_mount_cragg	secondary	wh_main_human_minor_secondary
wh3_main_chaos	wh3_main_chaos_region_temple_of_heimkel	secondary	wh_main_human_minor_secondary
wh3_main_chaos	wh3_main_chaos_region_zhanshi	secondary	wh_main_human_major_secondary
wh3_main_combi	wh3_main_combi_region_misty_mountain	secondary	wh3_main_special_misty_mountain_secondary
wh3_main_combi	wh3_main_combi_region_nahuontl	secondary	wh_main_human_minor_secondary_timber
wh3_main_prologue	wh3_prologue_region_mountain_pass_kislev_refuge	primary	wh3_main_prologue_minor_primary
wh3_main_combi	wh3_main_combi_region_granite_massif	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_the_black_forests	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_darkhold	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_sorcerers_islands	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_wellsprings_of_eternity	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_kraka_drak	secondary	wh2_main_special_kraka_drak_secondary
wh3_main_combi	wh3_main_combi_region_fu_chow	primary	wh3_dlc27_human_major_primary_port
wh3_main_combi	wh3_main_combi_region_naggarond	secondary	wh2_main_special_naggarond_secondary
wh3_main_combi	wh3_main_combi_region_tor_saroir	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_gristle_valley	primary	wh3_main_special_gristle_valley_minor_primary
wh3_main_combi	wh3_main_combi_region_sulpharets	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_kappelburg	secondary	wh_main_human_minor_secondary_timber
wh3_main_combi	wh3_main_combi_region_steingart	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_middenstag	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_stormvrack_mount	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_flensburg	secondary	wh_main_human_minor_secondary
wh3_main_chaos	wh3_main_chaos_region_the_shifting_monolith	primary	wh3_dlc20_special_the_shifting_monolith_major_primary
wh3_main_chaos	wh3_main_chaos_region_the_silver_pinnacle	primary	wh_main_human_major_primary
wh3_main_combi	wh3_main_combi_region_the_howling_citadel	primary	wh3_dlc20_special_the_howling_citadel_major_primary
wh3_main_combi	wh3_main_combi_region_tlax	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_the_monolith_of_katam	secondary	wh_main_special_monolith_of_katam_secondary
wh3_main_combi	wh3_main_combi_region_clarak_spire	primary	wh_main_human_major_primary
wh3_main_chaos	wh3_main_chaos_region_sjoktraken	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_the_sentinels	primary	wh3_dlc23_special_the_sentinels_primary
wh3_main_chaos	wh3_main_chaos_region_the_monolith_of_the_void	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_citadel_of_dusk	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_norden	primary	wh3_dlc27_human_minor_primary_port
wh3_main_combi	wh3_main_combi_region_floating_mountain	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_skrap_towers	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_xlanhuapec	secondary	wh2_main_special_xlanhuapec_secondary
wh3_main_chaos	wh3_main_chaos_region_kraka_drak	secondary	wh2_main_special_kraka_drak_secondary
wh3_main_chaos	wh3_main_chaos_region_titans_notch	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_zandri	secondary	wh2_dlc09_special_zandri_secondary
wh3_main_combi	wh3_main_combi_region_broken_mount	secondary	wh3_dlc27_broken_mount_secondary
wh3_main_combi	wh3_main_combi_region_sabre_mountain	secondary	wh3_main_special_sabre_mountain_secondary
wh3_main_chaos	wh3_main_chaos_region_shi_long	secondary	wh_main_human_minor_secondary
wh3_main_chaos	wh3_main_chaos_region_the_forbidden_citadel	primary	wh3_dlc20_special_the_forbidden_citadel_major_primary
wh3_main_prologue	wh3_prologue_region_frozen_plains_dervingard	secondary	wh_main_norsca_major_secondary_dervingard_special
wh3_main_chaos	wh3_main_chaos_region_praag	primary	wh3_main_praag_city_primary
wh3_main_combi	wh3_main_combi_region_castle_of_splendour	port	wh_main_port
wh3_main_chaos	wh3_main_chaos_region_bridge_of_heaven	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_konquata	primary	wh2_main_special_konquata_primary
wh3_main_combi	wh3_main_combi_region_shiyamas_rest	secondary	wh3_main_special_shiyamas_rest_secondary
wh3_main_combi	wh3_main_combi_region_quenelles	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_volcanos_heart	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_bilious_cliffs	primary	wh3_dlc27_human_minor_primary_port
wh3_main_combi	wh3_main_combi_region_mighdal_vongalbarak	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_kislev	secondary	wh3_main_kislev_city_secondary
wh3_main_combi	wh3_main_combi_region_zavastra	secondary	wh_main_human_minor_secondary
wh3_main_chaos	wh3_main_chaos_region_dharko_wharf	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_the_blood_swamps	primary	wh3_dlc27_human_minor_primary_port
wh3_main_combi	wh3_main_combi_region_monument_of_izzatal	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_eye_of_the_panther	secondary	wh2_main_human_minor_secondary_gems
wh3_main_chaos	wh3_main_chaos_region_graeling_moot	secondary	wh_main_norsca_minor_secondary
wh3_main_combi	wh3_main_combi_region_venom_glade	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_hanyu_port	primary	wh_main_human_major_primary
wh3_main_combi	wh3_main_combi_region_temple_of_tlencan	primary	wh3_dlc27_human_minor_primary_port
wh3_main_combi	wh3_main_combi_region_sudenburg	primary	wh3_dlc27_human_major_primary_port
wh3_main_combi	wh3_main_combi_region_monolith_of_flesh	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_bordeleaux	secondary	wh_main_special_bordeleux_secondary
wh3_main_combi	wh3_main_combi_region_stormvrack_mount	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_tor_anlec	primary	wh2_main_special_tor_anlec_primary
wh3_main_combi	wh3_main_combi_region_naggarond	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_grey_rock_point	primary	wh3_dlc27_human_minor_primary_port
wh3_main_combi	wh3_main_combi_region_grimtop	primary	wh3_main_special_grimtop_primary
wh3_main_combi	wh3_main_combi_region_spitepeak	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_castle_von_rauken	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_karag_orrud	primary	wh2_main_special_karag_orrud_primary
wh3_main_combi	wh3_main_combi_region_wreckers_point	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_longship_graveyard	secondary	wh_main_norsca_minor_secondary
wh3_main_combi	wh3_main_combi_region_fateweavers_crevasse	primary	wh3_dlc20_chaos_dark_fortress_primary
wh3_main_chaos	wh3_main_chaos_region_fort_straghov	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_dlc20_combi_region_krudenwald	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_nuln	primary	wh_main_special_nuln_primary
wh3_main_chaos	wh3_main_chaos_region_bridge_of_brass	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_sudenburg	secondary	wh_main_human_major_secondary_wine
wh3_main_combi	wh3_main_combi_region_nuln	secondary	wh_main_special_nuln_secondary
wh3_main_combi	wh3_main_combi_region_laurelorn_forest	primary	wh2_main_special_laurelorn_forest_primary
wh3_main_combi	wh3_main_combi_region_city_of_the_shugengan	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_karag_dron	secondary	wh_main_human_minor_secondary_timber
wh3_main_combi	wh3_main_combi_region_fort_oberstyre	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_the_gates_of_zharr	primary	wh3_main_special_the_gates_of_zharr_primary
wh3_main_combi	wh3_main_combi_region_blacklight_tower	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_palace_of_princes	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_weng_chang	primary	wh3_main_special_weng_chang_minor_primary
wh3_main_combi	wh3_main_combi_region_isle_of_the_crimson_skull	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_swamp_town	secondary	wh_main_human_minor_secondary_pottery
wh3_main_combi	wh3_main_combi_region_grimhold	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_galbaraz	primary	wh2_main_special_galbaraz_primary
wh3_main_combi	wh3_main_combi_region_naglfari_plain	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_blacklight_tower	secondary	wh_main_human_major_secondary
wh3_main_combi	wh3_main_combi_region_port_of_secrets	primary	wh3_dlc27_human_minor_primary_port
wh3_main_combi	wh3_main_combi_region_miragliano	primary	wh_main_special_miragliano_primary
wh3_main_chaos	wh3_main_chaos_region_zerulous	primary	wh3_dlc20_special_zerulous_major_primary
wh3_main_chaos	wh3_main_chaos_region_granite_spikes	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_karak_kadrin	secondary	wh_main_special_karak_kadrin_2_secondary
wh3_main_chaos	wh3_main_chaos_region_altar_of_the_crimson_harvest	secondary	wh3_dlc20_chaos_dark_fortress_secondary
wh3_main_combi	wh3_main_combi_region_the_star_tower	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_spite_reach	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_ghrond	secondary	wh2_main_special_ghrond_secondary
wh3_main_chaos	wh3_main_chaos_region_middenheim	primary	wh3_dlc20_chaos_dark_fortress_primary
wh3_main_combi	wh3_main_combi_region_baleful_hills	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_mount_silverspear	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_fort_straghov	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_tralinia	secondary	wh_main_human_minor_secondary
wh3_main_chaos	wh3_main_chaos_region_icedrake_fjord	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_dlc23_chaos_region_desolation_of_drakenmoor	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_infernius	secondary	wh_main_human_minor_secondary
wh3_main_chaos	wh3_main_chaos_region_karak_dum	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_ironfrost	secondary	wh_main_norsca_minor_secondary
wh3_main_combi	wh3_main_combi_region_tribeslaughter	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_city_of_monkeys	secondary	wh_main_human_minor_secondary_pastures
wh3_main_combi	wh3_main_combi_region_arnheim	primary	wh2_main_special_elven_colony_major_primary
wh3_main_combi	wh3_main_combi_region_the_black_pillar	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_beichai	secondary	wh_main_human_minor_secondary_salt
wh3_main_combi	wh3_main_combi_region_serpent_jetty	primary	wh3_dlc27_human_minor_primary_port
wh3_main_combi	wh3_main_combi_region_montenas	primary	wh3_main_special_montenas_primary
wh3_main_combi	wh3_main_combi_region_the_great_arena	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_dlc23_chaos_region_anurells_tomb	primary	wh3_dlc23_special_anurells_tomb_primary
wh3_main_chaos	wh3_main_chaos_region_frozen_landing	port	wh_main_port
wh3_main_chaos	wh3_main_chaos_region_fallen_city	secondary	wh_main_human_minor_secondary_marble
wh3_main_combi	wh3_main_combi_region_temple_of_addaioth	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_ekrund	secondary	wh_main_dwarf_orc_major_secondary_savage
wh3_main_chaos	wh3_main_chaos_region_siegfriedhof	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_plain_of_dogs	secondary	wh_main_human_major_secondary
wh3_main_combi	wh3_main_combi_region_the_golden_tower	secondary	wh2_main_special_golden_tower_of_the_gods_secondary
wh3_main_combi	wh3_main_combi_region_volcanos_heart	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_karag_orrud	secondary	wh2_main_special_karag_orrud_secondary
wh3_main_combi	wh3_main_combi_region_skavenblight	primary	wh2_main_special_skavenblight_primary
wh3_main_combi	wh3_main_combi_region_pools_of_despair	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_shattered_cove	primary	wh3_dlc27_human_minor_primary_port
wh3_main_chaos	wh3_main_chaos_region_skrap_towers	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_sartosa	primary	wh2_main_special_sartosa_primary
wh3_main_combi	wh3_main_combi_region_citadel_of_dusk	secondary	wh3_dlc27_special_citadel_of_dusk_secondary
wh3_main_combi	wh3_main_combi_region_celestial_monastery	secondary	wh_main_human_minor_secondary_wine
wh3_main_combi	wh3_main_combi_region_karak_angazhar	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_pillar_of_skulls	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_zhanshi	primary	wh3_dlc27_human_major_primary_port
wh3_main_chaos	wh3_main_chaos_region_kraka_dorden	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_brass_keep	secondary	wh3_dlc20_special_brass_keep_secondary
wh3_main_combi	wh3_main_combi_region_cuexotl	secondary	wh3_dlc26_special_cuexotl_secondary
wh3_main_combi	wh3_main_combi_region_wizard_caliphs_palace	primary	wh_main_human_major_primary
wh3_main_combi	wh3_main_combi_region_karak_raziak	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_pox_marsh	primary	wh3_dlc27_human_minor_primary_port
wh3_main_chaos	wh3_main_chaos_region_ubersreik	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_fort_oberstyre	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_steingart	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_agrul_migdhal	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_dlc20_chaos_region_grung_zint	secondary	wh_main_human_minor_secondary_marble
wh3_main_combi	wh3_main_combi_region_mahrak	secondary	wh_main_human_minor_secondary
wh3_main_chaos	wh3_main_chaos_region_wurzen	secondary	wh_main_human_minor_secondary
wh3_main_chaos	wh3_main_chaos_region_mines_of_gorgoth	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_altar_of_the_horned_rat	port	wh_main_port
wh3_main_chaos	wh3_main_chaos_region_tai_tzu	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_crucible_of_delights	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_sentinels_of_xeti	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_tower_of_the_sun	secondary	wh3_dlc27_special_tower_of_the_sun_secondary
wh3_main_chaos	wh3_main_chaos_region_bridge_of_brass	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_pahuax	secondary	wh3_dlc26_special_pahuax_secondary
wh3_main_combi	wh3_main_combi_region_rackdo_gorge	primary	wh3_main_special_rackdo_gorge_primary
wh3_main_combi	wh3_main_combi_region_the_tower_of_flies	secondary	wh3_dlc27_special_secondary_the_tower_of_flies
wh3_main_chaos	wh3_main_chaos_region_shi_long	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_volksgrad	primary	wh_main_human_major_primary
wh3_main_chaos	wh3_main_chaos_region_bay_of_blades	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_ashrak	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_nan_li	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_dietershafen	secondary	wh_main_human_minor_secondary_furs
wh3_main_chaos	wh3_main_chaos_region_karak_kadrin	secondary	wh_main_special_karak_kadrin_2_secondary
wh3_main_combi	wh3_main_combi_region_ziggurat_of_dawn	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_dusk_peaks	secondary	wh_main_human_minor_secondary
wh3_main_chaos	wh3_main_chaos_region_fire_mouth	secondary	wh3_main_chaos_region_fire_mouth_special_secondary_furs_roc_only
wh3_main_combi	wh3_main_combi_region_sun_tree_glades	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_deff_gorge	secondary	wh3_dlc24_special_deff_gorge_secondary
wh3_main_chaos	wh3_main_chaos_region_the_silvered_tower_of_sorcerers	secondary	wh3_dlc20_special_the_silvered_tower_of_sorcerers_secondary
wh3_main_combi	wh3_main_combi_region_eagle_eyries	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_doomkeep	primary	wh3_dlc20_special_doomkeep_major_primary
wh3_main_chaos	wh3_dlc23_chaos_region_pillars_of_grungni	secondary	wh_main_human_major_secondary
wh3_main_chaos	wh3_main_chaos_region_praag	secondary	wh3_main_praag_city_secondary
wh3_main_combi	wh3_main_combi_region_crookback_mountain	primary	wh2_dlc14_special_the_wolf_lands_crookback_mountain_primary
wh3_main_chaos	wh3_main_chaos_region_the_fetid_catacombs	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_black_iron_mine	secondary	wh_main_human_minor_secondary_iron
wh3_main_combi	wh3_main_combi_region_the_volary	primary	wh3_dlc20_special_the_volary_major_primary
wh3_main_combi	wh3_main_combi_region_fallen_king_mountain	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_mount_grey_hag	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_skavenblight	secondary	wh2_main_special_skavenblight_secondary
wh3_main_prologue	wh3_prologue_region_mirror_marshes_the_loci_palace	secondary	wh3_main_prologue_minor_secondary
wh3_main_combi	wh3_main_combi_region_karak_azgaraz	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_krudenwald	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_hell_pit	primary	wh2_main_special_hellpit_primary
wh3_main_chaos	wh3_main_chaos_region_foundry_of_bones	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_the_bone_gulch	secondary	wh_dlc15_special_plain_of_bones_darkhold_secondary
wh3_main_combi	wh3_main_combi_region_winter_pyre	port	wh_main_port
wh3_main_chaos	wh3_main_chaos_region_city_of_splinters	primary	wh3_dlc20_special_city_of_splinters_major_primary
wh3_main_combi	wh3_main_combi_region_rothkar_spire	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_ruins_end	primary	wh3_dlc27_human_minor_primary_port
wh3_main_combi	wh3_main_combi_region_nan_gau	primary	wh3_main_special_nan_gau_major_primary
wh3_main_combi	wh3_main_combi_region_magritta	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_karak_ziflin	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_red_fortress	primary	wh3_main_special_red_fortress_major_primary
wh3_main_chaos	wh3_main_chaos_region_grim_duraz	primary	wh_main_human_major_primary
wh3_main_combi	wh3_main_combi_region_brionne	primary	wh3_dlc27_human_minor_primary_port
wh3_main_combi	wh3_main_combi_region_wolfenburg	primary	wh_main_human_major_primary
wh3_main_combi	wh3_main_combi_region_serpent_coast	primary	wh3_dlc27_human_minor_primary_port
wh3_main_combi	wh3_main_combi_region_the_gates_of_zharr	secondary	wh3_dlc27_special_secondary_the_gates_of_zharr
wh3_main_combi	wh3_main_combi_region_blackstone_post	primary	wh2_main_special_castle_drachenfels_primary
wh3_main_chaos	wh3_main_chaos_region_xen_wu	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_whitepeak	primary	wh3_dlc27_human_minor_primary_port
wh3_main_prologue	wh3_prologue_region_the_falls_of_circatrex_the_rookery	primary	wh_main_human_major_primary
wh3_main_chaos	wh3_main_chaos_region_blackstone_tower	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_circle_of_destruction	primary	wh3_dlc27_human_minor_primary_port
wh3_main_combi	wh3_main_combi_region_norden	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_the_southern_sentinels	secondary	wh_dlc24_special_southern_sentinels_secondary
wh3_main_combi	wh3_main_combi_region_el_kalabad	secondary	wh_main_human_minor_secondary_dyes
wh3_main_chaos	wh3_main_chaos_region_norden	secondary	wh_main_human_minor_secondary
wh3_main_chaos	wh3_main_chaos_region_bolgasgrad	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_oreons_camp	primary	wh_main_special_waterfall_palace_primary
wh3_main_combi	wh3_main_combi_region_spitepeak	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_castle_alexandronov	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_lyonesse	secondary	wh_main_human_major_secondary_pastures
wh3_main_combi	wh3_main_combi_region_black_crag	secondary	wh_main_special_black_crag_secondary
wh3_main_combi	wh3_main_combi_region_mordheim	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_tor_finu	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_the_sinhall_monolith	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_lahmia	secondary	wh2_main_special_lahmia_secondary
wh3_main_combi	wh3_main_combi_region_tor_anlec	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_middenstag	secondary	wh_main_human_minor_secondary
wh3_main_prologue	wh3_prologue_region_the_scarlet_steppes_the_blood_moot	secondary	wh3_main_prologue_dervingard_secondary
wh3_main_combi	wh3_dlc20_combi_region_dragons_death	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_ghrond	primary	wh2_main_special_ghrond_primary
wh3_main_combi	wh3_main_combi_region_cliff_of_beasts	primary	wh3_main_special_cliff_of_beasts_primary
wh3_main_combi	wh3_main_combi_region_gisoreux	primary	wh3_main_special_gisoreux_primary
wh3_main_chaos	wh3_main_chaos_region_the_monolith_of_kjarl_deathaxe	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_altar_of_spawns	primary	wh_main_human_minor_primary
